tuple_id	id	condition	response_num	num_cum_ideas	num_cum_categories
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 90]	8601	100	54	51	39
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 94]	8608	100	55	52	39
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 54]	8665	100	56	53	39
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 69]	8669	100	57	54	39
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 95]	8726	100	58	55	39
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 72]	8763	100	59	56	39
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 99]	8781	100	60	57	39
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 61]	8817	100	61	58	40
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 31]	8838	100	62	59	41
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 76]	8878	100	63	60	41
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 38]	8885	100	64	61	41
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 80]	8938	100	65	62	41
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 75]	8941	100	66	63	41
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 66]	8958	100	67	64	41
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 10]	8969	100	68	65	41
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 11]	8973	100	69	66	42
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 19]	8977	100	70	67	42
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 20]	8981	100	71	68	42
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 27]	8982	100	72	69	43
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 28]	8984	100	73	70	44
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 34]	8985	100	74	71	45
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 35]	8986	100	75	72	45
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 42]	8987	100	76	73	45
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 48]	8996	100	77	74	45
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 49]	8997	100	78	75	46
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 50]	8998	100	79	76	47
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 52]	8999	100	80	77	48
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 53]	9000	100	81	78	49
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 56]	9001	100	82	79	50
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 57]	9002	100	83	80	50
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 58]	9003	100	84	81	50
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 60]	9004	100	85	82	50
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 62]	9005	100	86	83	51
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 65]	9007	100	87	84	51
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 68]	9013	100	88	85	51
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 70]	9014	100	89	86	52
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 74]	9016	100	90	87	52
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 77]	9017	100	91	88	53
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 78]	9023	100	92	89	53
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 79]	9025	100	93	90	54
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 81]	9026	100	94	91	54
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 82]	9027	100	95	92	55
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 92]	9028	100	96	92	55
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 85]	9030	100	97	93	55
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 86]	9031	100	98	94	55
[u'01a29d6eb9e0dcc8b58b8074bae86b3d8124113b833b789044391d22', u'2013-08-14 16:17:29', 100, 91]	9034	100	99	95	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 0]	4774	100	100	95	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 2]	4847	100	101	96	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 91]	4848	100	102	96	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 71]	4968	100	103	96	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 47]	5103	100	104	96	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 9]	7198	100	105	96	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 33]	7254	100	106	96	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 81]	7255	100	107	96	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 63]	7293	100	108	97	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 76]	7294	100	109	97	56
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 7]	7324	100	110	98	57
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 18]	7325	100	111	98	57
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 14]	7336	100	112	98	57
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 69]	7371	100	113	98	57
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 98]	7382	100	114	99	57
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 12]	7399	100	115	100	57
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 40]	7434	100	116	100	57
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 41]	7435	100	117	100	57
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 4]	7454	100	118	101	58
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 21]	7507	100	119	101	58
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 10]	7540	100	120	102	59
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 27]	7556	100	121	102	59
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 28]	7557	100	122	102	59
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 78]	7573	100	123	102	59
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 79]	7574	100	124	102	59
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 37]	7725	100	125	103	60
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 59]	7768	100	126	103	60
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 6]	7799	100	127	103	60
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 1]	7810	100	128	104	61
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 5]	7816	100	129	105	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 93]	7843	100	130	106	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 32]	7882	100	131	106	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 35]	7900	100	132	107	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 38]	7909	100	133	108	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 92]	7969	100	134	109	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 68]	7988	100	135	110	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 25]	8000	100	136	111	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 65]	8004	100	137	112	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 42]	8048	100	138	112	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 39]	8077	100	139	113	62
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 49]	8087	100	140	114	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 50]	8088	100	141	114	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 51]	8089	100	142	114	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 61]	8090	100	143	114	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 55]	8215	100	144	114	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 13]	8237	100	145	115	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 20]	8308	100	146	116	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 30]	8348	100	147	116	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 99]	8353	100	148	117	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 67]	8521	100	149	118	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 29]	8533	100	150	119	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 45]	8589	100	151	120	63
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 75]	8629	100	152	121	64
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 86]	8630	100	153	121	64
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 58]	8656	100	154	122	64
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 88]	8741	100	155	123	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 85]	8850	100	156	124	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 48]	8966	100	157	125	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 56]	8989	100	158	125	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 22]	9009	100	159	125	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 23]	9010	100	160	125	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 72]	9032	100	161	125	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 31]	9054	100	162	126	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 46]	9066	100	163	127	65
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 97]	9082	100	164	128	66
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 64]	9159	100	165	129	67
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 96]	9198	100	166	130	68
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 3]	9299	100	167	131	68
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 8]	9302	100	168	132	68
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 11]	9303	100	169	133	69
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 15]	9305	100	170	134	69
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 16]	9306	100	171	135	70
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 17]	9307	100	172	136	70
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 19]	9310	100	173	137	71
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 24]	9311	100	174	138	71
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 26]	9313	100	175	139	71
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 34]	9314	100	176	140	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 36]	9316	100	177	141	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 43]	9318	100	178	142	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 44]	9319	100	179	143	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 52]	9321	100	180	144	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 53]	9322	100	181	145	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 54]	9324	100	182	146	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 57]	9325	100	183	147	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 60]	9329	100	184	148	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 62]	9330	100	185	149	72
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 66]	9332	100	186	150	73
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 70]	9333	100	187	151	73
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 73]	9334	100	188	152	74
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 74]	9336	100	189	153	75
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 77]	9340	100	190	154	75
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 80]	9341	100	191	155	75
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 82]	9342	100	192	156	75
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 83]	9343	100	193	157	75
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 84]	9344	100	194	158	76
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 87]	9345	100	195	159	76
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 89]	9346	100	196	160	76
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 90]	9350	100	197	161	76
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 94]	9351	100	198	162	77
[u'06236fb1ce4ffa8316ca47429b586ca1d438004266f30900dbe59059', u'2013-09-03 10:54:31', 100, 95]	9353	100	199	163	78
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 11]	4995	100	200	163	78
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 5]	5031	100	201	163	78
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 19]	8120	100	202	164	79
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 16]	8383	100	203	165	79
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 17]	8434	100	204	166	79
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 18]	8633	100	205	167	80
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 0]	8703	100	206	168	80
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 1]	9392	100	207	169	80
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 2]	9393	100	208	170	80
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 3]	9394	100	209	171	80
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 7]	9395	100	210	171	80
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 4]	9396	100	211	172	81
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 6]	9398	100	212	173	81
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 8]	9400	100	213	174	81
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 9]	9401	100	214	175	81
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 10]	9402	100	215	176	81
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 12]	9403	100	216	177	81
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 13]	9404	100	217	178	81
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 14]	9405	100	218	179	81
[u'546b10e5524225be38a6e5b4885deb85fe3966d727485c383c380c46', u'2013-09-03 11:17:08', 100, 15]	9406	100	219	180	81
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 40]	4751	100	220	181	82
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 8]	4769	100	221	181	82
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 36]	4819	100	222	181	82
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 18]	4883	100	223	181	82
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 95]	4936	100	224	182	83
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 33]	4941	100	225	182	83
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 2]	4951	100	226	182	83
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 3]	4959	100	227	183	83
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 99]	4960	100	228	183	83
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 43]	5097	100	229	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 10]	7194	100	230	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 25]	7243	100	231	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 55]	7244	100	232	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 31]	7289	100	233	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 29]	7354	100	234	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 4]	7366	100	235	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 20]	7367	100	236	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 81]	7432	100	237	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 26]	7452	100	238	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 0]	7504	100	239	184	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 97]	7530	100	240	185	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 1]	7552	100	241	185	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 6]	7583	100	242	185	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 27]	7603	100	243	185	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 11]	7627	100	244	186	84
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 84]	7849	100	245	187	85
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 67]	8056	100	246	188	86
[u'5a6553f09e445dc77845184e0e460ea9cdf0ece9073f42f4b65d043f', u'2013-08-14 15:41:40', 100, 48]	8152	100	247	189	86
